pH,EC,N,Zn,K,S,Fe,P,OC,Cu,Mn,B
8.11,1.05,187,0.28,605,28.15,8.9,18.98,21.7386292364204,0.7501786047571188,0.881374642795662,1.2422509695700157
7.7,2.6,296,0.58,542,29.32,5.9,56.94,2.281751575188592,0.8253323177270732,13.980807541361587,0.13481436044800338
7.68,1.08,269,0.26,358,27.11,3.9,54.89,7.731595938410915,2.5823050494745337,7.445712618077234,2.2224641471426283
8.1,1.66,100,1.32,441,27.9,6.83,40.01,22.806481012514237,1.7343827696677983,1.6425879924366888,0.08901649973496362
8.22,0.71,108,0.76,448,17.06,4.54,62.58,22.81951081180759,1.6235353703268938,22.49284108072326,2.162816108481856
7.38,1.52,231,0.96,284,28.58,4.42,25.65,13.805165526146537,0.4262727945768072,3.5571077686793746,2.5255204028552187
7.55,0.81,204,1.1,486,33.1,6.05,28.73,15.2009093708582,2.6102093015138443,18.900989355240068,1.2546381821177954
8.13,0.58,220,0.32,563,30.86,3.4,91.82,10.817847975281841,2.2078459084008575,8.791626782655205,1.538097225749923
7.61,0.71,223,0.32,738,32.39,3.64,62.07,7.1077374435837415,0.2882683003670047,5.469292995466631,1.3764741636247244
8.43,1.05,270,1.13,335,26.63,6.51,18.46,7.95508263434099,2.1639568348832223,11.840524542977716,1.134215787400691
7.2,0.95,212,0.24,449,12.92,4.14,76.43,16.17319110024122,1.682566976813953,24.86666002752704,2.5092917176221943
7.93,0.55,191,0.24,352,18.86,4.18,23.6,18.081751253560554,0.3294552630380603,12.221770590582251,2.5272564894491736
7.66,0.97,293,0.32,195,21.62,3.54,22.06,19.018739145047782,1.4328208796789637,23.30127446412951,0.9868531664106353
7.61,0.39,270,0.78,433,32.22,5.94,54.89,18.97187361278984,1.5101601212910378,3.9862717081257646,1.7575925210805663
8.06,0.84,191,0.48,337,31.43,7.97,22.06,2.2798258628637,0.5757194026783979,23.980909153454295,2.6182648715225847
8.39,0.7,220,0.34,196,29.34,6.27,17.44,11.916645282391697,2.8608955707108272,7.428870406366377,2.71528145707813
7.84,0.82,292,0.44,408,22.01,7.26,28.73,1.4756543643977984,2.5804278384383394,21.03467378226728,1.464726951564851
7.57,2.29,353,0.61,798,30.84,9.72,84.64,13.233740287537278,2.0502354483742873,17.586992229038376,1.3097964625847418
7.77,0.6,199,0.44,345,22.34,9.27,33.86,10.65257898282371,1.4445259937317794,28.811280314669023,0.829196311962731
8.52,0.74,226,0.36,466,31.4,8.54,21.54,21.316129967923363,1.29647303684261,12.07439258025745,2.7064863700055315
7.63,0.48,314,0.95,462,12.95,7.59,22.06,8.48686879999468,1.9973522587522958,2.1538426830958652,0.4541674803451139
8.13,0.38,227,0.31,473,11.24,11.91,20.52,2.8979016926197803,1.6881153773622333,0.7017129486782022,1.660329629891721
8.32,0.4,184,0.74,613,17.37,10.23,19.49,3.517501201062777,0.27246020023392487,25.651660948448345,0.8398387383514432
7.64,1.04,182,0.84,645,31.68,5.12,24.11,18.300104098047587,1.591632760897072,16.31908384736164,0.8300628813599187
7.59,1.29,200,1.32,297,31.52,8.32,29.75,14.875411713258638,2.4527625984922197,24.05728876118158,1.17771330115828
7.69,0.98,267,0.58,508,18.86,3.78,67.71,2.5168319593346866,1.4355728413590874,7.35140678435569,2.8166685028512064
7.22,7.78,265,2.12,257,20.46,5.28,65.66,2.1101526661484384,0.24223277223400647,10.769636898903789,0.2117070068779089
7.91,0.83,268,0.4,410,23.64,3.92,35.39,16.85316224187297,2.393795124195217,1.039908612607642,1.6567754182417467
7.89,1.43,83,0.68,341,25.21,7.32,70.02,1.8390358521042254,0.679995881658405,29.810497906094323,0.287899156177365
8.11,0.83,226,0.8,348,22.57,6.29,12.82,19.742455417039515,0.8477590462219536,20.740439637988125,0.48647749077383234
7.54,0.19,179,0.84,248,15.13,11.11,32.32,16.97918922904026,0.572589615556627,28.93670516088497,1.2731937192932004
7.87,0.61,199,0.46,473,28.22,10.92,41.55,2.044235857341404,1.0575301400734878,8.311184025484044,1.4688699625161779
7.63,0.57,274,0.44,144,13.15,6.39,47.19,2.127621366636087,2.3072819116677006,18.998110950760662,0.7742670470860862
7.92,0.55,280,0.28,416,29.63,3.48,30.78,23.680685926178093,1.6118005683465366,21.06886402055958,0.9334216812133886
7.82,0.79,207,0.61,241,10.3,12.9,20.01,9.045072018571275,0.6903021332615877,9.919110240956906,0.30002897590637523
7.68,0.93,293,0.8,419,23.27,5.08,61.56,8.958347314898692,2.6620421289854796,26.308094269632814,0.8968866034101313
7.73,0.29,293,1.92,762,31.33,4.0,27.19,19.52590965745431,2.6671748350079807,29.367817588988654,2.7277012926903015
7.2,1.3,417,0.8,504,25.03,8.84,23.08,22.739240999474223,2.6407947853848004,27.443174585629574,2.667392373416049
7.43,4.06,278,0.8,249,25.1,10.26,54.37,23.665425425366614,0.7896728993479101,22.93977888676722,0.9842640807780785
7.56,0.71,248,0.72,165,28.4,6.92,31.29,18.105738627688705,1.4121312784502953,8.68088395670383,1.6355568641293818
7.28,1.43,379,0.66,343,36.32,9.26,54.37,9.092604094188886,2.976019692492764,8.809119540642964,2.570483279466206
7.79,1.75,248,0.45,566,40.28,7.92,73.35,2.0956671290981834,2.3519965555882716,29.86820029857811,0.07706735048887482
7.9,0.48,204,0.56,157,26.1,7.71,32.83,18.67381129066574,0.16960054419089027,0.42768807945352677,2.2974866541317533
7.21,1.96,251,0.41,488,26.8,5.13,83.1,13.44586156868574,0.28104945239324175,22.228783673449843,2.6774999656974163
7.59,0.68,287,0.27,712,10.92,3.39,80.53,10.238906021002732,1.4493189340601351,21.92594396133205,0.3120590267606175
8.27,0.45,193,0.42,320,19.54,8.08,11.8,21.76186980376419,2.7540152031743714,19.344879919939242,0.505595613450862
7.34,1.71,325,0.36,326,32.08,7.16,53.86,2.757619827117017,1.6683962680014528,30.694462255623282,2.711659795648941
8.61,0.69,249,0.6,152,11.45,9.39,44.11,11.873739992551533,1.5485906485404706,9.743955770741472,1.5436107964473558
8.35,1.17,254,0.56,289,29.04,9.36,90.79,0.37135210994131573,0.39903794087292765,10.611730872573435,0.09918271114195741
7.8,0.97,207,0.32,496,28.78,5.2,15.39,11.300989343659618,2.0143657068421814,2.548438157019101,0.7710643165873403
7.36,0.54,285,1.82,382,29.87,5.24,76.94,1.4456482887959128,2.4987622605586606,13.78803443783605,1.3018445409820525
7.64,1.28,268,0.44,347,16.67,6.77,57.96,2.9397481988069187,1.2046306219971579,8.173788975394457,1.9724285944283588
7.95,0.38,171,0.74,311,20.61,4.68,33.86,2.9088772979728064,2.3625427232112095,10.71721523026743,2.0835226436575667
7.61,1.15,271,0.28,246,22.37,5.8,29.24,15.616126220573918,2.915916595929378,25.88992260099634,2.807363375674259
7.94,0.43,325,0.4,159,25.48,5.77,12.31,17.930472614443616,0.687035725244129,29.00711662286434,0.8535309102991748
7.8,9.96,151,0.26,319,19.83,4.5,13.34,14.042513485822115,1.6233558194005921,5.847294594240185,1.5454874811569916
8.15,0.61,213,0.24,241,28.15,7.33,15.39,23.09592390854155,0.9313142171878064,11.616800895686561,1.5319729920925098
7.93,0.17,174,0.54,293,23.88,3.2,62.58,9.059406850616526,2.4130634477691495,28.79539806374452,1.1795809160743755
8.06,0.45,270,0.66,292,28.83,3.64,72.33,6.928518862136471,1.7823485620317916,2.019263350690087,0.5268868270050797
7.7,1.72,166,0.94,344,31.58,4.72,49.76,20.859519163728102,1.9493264834223902,2.9630167133604823,2.7577801143874052
7.69,0.61,369,0.78,935,24.65,4.86,40.01,5.443940540614918,2.4278884876745694,5.138613656580426,2.4151554351997775
8.43,0.49,204,0.54,547,34.68,6.64,48.22,23.12101869263061,1.250193484900993,18.49612444617916,1.4353991580920946
7.93,1.04,191,0.61,394,25.06,5.92,31.29,0.39049194508661056,2.771213900432637,4.758088451375262,1.724957366607922
7.85,0.77,238,0.45,419,16.85,7.06,67.71,23.280103958312573,1.6517745810311903,30.013879423013158,0.687240507824668
7.58,8.09,160,0.24,411,16.35,9.32,29.24,1.1315218956187691,0.5528076309075697,13.909011747015693,1.5608523142812214
7.71,0.83,171,0.61,509,19.72,8.85,57.96,21.3983204173839,2.1289844162345912,15.601889795216639,1.9781175674152731
8.34,2.13,198,0.55,613,28.35,9.3,84.64,12.712056507162565,2.4142557567840854,7.729284642229007,1.481860998346985
8.1,0.95,370,0.43,353,33.26,10.35,61.56,23.83185862725128,1.0181117138078533,14.657962197708917,2.7931870708144375
7.88,1.28,227,0.41,719,29.83,4.38,46.17,1.8637378971760328,2.601535223006346,20.556512112157286,1.7473029712437242
7.2,0.71,348,0.38,253,14.97,3.12,87.72,13.337117397191566,2.7449997364636958,23.31386176051038,1.0838874467543866
7.18,0.33,285,0.4,677,25.23,10.92,72.92,23.266330601296467,0.9013301480169802,23.396985074909214,2.191139596219713
7.31,2.91,262,0.42,306,14.93,6.77,16.93,12.602038475666555,2.9717179150556006,17.96105647112039,0.530476531965332
7.72,0.69,317,0.9,931,25.38,5.12,82.07,15.142627451432773,0.5022847771828621,28.04567344956025,1.1212636458292955
7.8,1.21,368,1.26,399,16.32,6.63,35.91,16.72839366673235,0.6819059084192957,25.359728403285718,1.0176067030421367
7.56,0.76,287,0.44,386,23.86,7.2,40.01,10.963531447949778,0.6297787789674165,23.49521626304054,1.2517875824974651
7.71,0.31,268,0.66,298,19.47,6.36,15.39,15.098638114009114,2.7093898503230602,1.8276545647094289,2.2177123195632844
7.45,1.3,270,0.58,368,33.89,6.83,34.88,14.065112054962094,2.007077178312138,0.32246025296496733,1.3963175687710045
7.57,0.52,263,1.55,387,30.06,8.1,27.19,21.637676450734638,0.5356655498412596,6.67249639256816,2.251479882734057
7.61,0.61,395,0.76,603,30.2,5.1,14.36,1.1861684901608431,1.3801476158192627,20.60624381598654,1.6511093726660298
7.51,1.3,262,0.52,798,36.3,5.76,20.52,6.815020231254304,1.8928232134545202,12.81189043158184,1.0041116396548526
7.55,0.95,251,0.44,258,16.68,6.3,82.59,22.814834469429755,0.33454976901889305,12.540329349755739,2.295541332566384
7.54,0.67,387,1.12,281,11.27,6.4,19.49,21.3773044349929,2.6754799594335026,27.43488897741277,0.7176794907265327
7.78,1.12,376,0.68,521,12.47,6.2,78.48,10.990196391578538,2.444558358843698,27.7739363787925,0.6792970242474354
7.42,1.35,227,0.42,601,13.96,7.46,24.11,14.921169087456727,1.5702558465795502,28.194423906615263,1.4524280703913466
7.53,1.7,223,0.78,398,20.31,6.28,56.43,6.72941027324907,2.9236809827093695,9.805693783549193,0.7799439188553654
7.55,0.36,279,0.56,649,17.41,7.3,86.18,4.596095717397895,1.3140396692760423,21.456714055515796,0.08508021646535704
7.54,0.25,337,0.66,371,26.7,5.48,76.94,11.182391878065573,2.973443234776939,8.500748969565278,1.8493011753446922
7.27,0.21,241,0.65,419,16.3,7.33,75.41,8.54511824982266,2.0470055964946274,5.9979377436697545,1.4706189472638185
7.61,0.63,348,0.54,626,16.6,6.27,69.25,14.04938107323584,1.9495868306340487,5.813296607460235,1.289629168001125
7.61,0.6,336,0.78,730,32.44,7.13,48.22,1.9578578234631376,0.5762478432166501,10.67770440847642,2.72883310034655
7.64,0.77,368,0.84,383,28.3,7.06,17.95,23.38803590322138,2.6740483318326067,13.391390874998693,1.6365097477376418
7.55,1.1,323,0.74,470,11.52,7.64,24.62,23.67043679306251,1.3425447856074024,25.778019893891063,2.443071154698701
7.62,0.37,332,0.66,562,20.77,8.08,22.06,16.78606496507191,0.5653438789426646,3.8134358773720765,0.44488265192624205
7.68,0.93,249,1.08,433,15.16,8.7,65.66,12.912703155624476,0.12694003352897398,22.81185942602828,1.6310098382372205
7.79,0.67,241,0.77,413,32.04,6.42,48.22,7.497710029243232,1.7300841530604611,16.526642299307643,2.455623769777292
7.51,0.74,345,0.74,468,21.73,6.78,50.27,19.549700970996074,1.6352808928194418,9.004631635261408,1.6693718900925183
7.39,1.45,270,0.4,492,13.37,7.62,46.68,16.465075024037716,2.1977061135416345,15.333196966218951,2.041719131630524
7.51,0.9,249,0.74,444,23.45,5.02,21.03,3.9865448503429017,2.69845609534216,9.37521053541223,1.0868402471616923
7.4,1.51,241,0.84,732,10.73,9.18,25.65,21.871159709402836,0.32266129300407653,18.522971597311273,0.31516066702230383
7.44,1.14,350,0.84,448,22.92,9.44,68.22,19.75864010586374,2.233284716697262,13.511438776998492,1.323804814550717
7.45,0.74,304,1.0,817,17.06,3.96,52.32,22.800217927676986,0.6391169962059159,5.188486793246565,1.1487631187152467
7.76,0.57,299,0.76,539,26.43,6.16,22.57,17.444696250481805,2.6044587657504903,3.7112511730254716,2.4530861033658944
7.97,0.4,240,0.66,688,11.53,8.14,63.09,14.760623182865377,2.4898560956146523,16.9974296192081,0.7334270344928233
7.9,0.21,293,0.74,155,13.43,6.84,14.88,10.09600856734579,1.6745257021076452,27.985538598207736,2.728186467996898
7.75,0.2,346,1.02,273,16.29,8.68,17.44,22.392210752160917,2.1710113999663028,10.734852937766906,2.7044612106604093
7.07,0.33,153,0.88,473,24.24,5.32,24.11,20.79892695905976,1.0110458316283828,22.75237331210683,0.7434633348771709
7.99,0.41,223,0.38,192,17.51,3.6,76.94,1.1807262155379268,1.470521943873147,20.4560492540894,1.0206233971174044
7.3,0.89,307,0.38,335,17.29,6.24,58.99,0.7301706904843228,2.4973961102916817,28.885731303019867,2.5317338448119227
7.53,0.68,284,0.34,534,22.84,3.7,67.71,9.097474468385384,1.4356470277175168,25.47010362437046,2.7278773296732566
8.49,0.58,235,0.58,304,36.32,9.41,34.88,19.472224605685806,1.1383489174035446,17.61243644758975,1.2838919238274815
7.56,1.91,343,1.2,450,25.84,6.16,46.17,23.695899490627173,1.5380424704433788,20.405672090451574,0.9459518459688778
7.1,0.91,303,0.78,624,16.27,4.32,14.88,3.6949636973743236,2.51677030964105,27.861157952780836,1.512019476574256
7.32,0.61,426,1.36,336,22.39,6.43,46.68,14.299724096916028,1.0721595787966571,12.451135255890415,1.9582430095694279
7.88,0.55,323,0.8,250,23.08,5.18,60.53,9.203291473481412,0.5991214678877294,10.204688463946743,0.8147896624349442
7.72,0.59,72,0.92,488,12.66,9.28,80.02,23.280954107769016,2.1762010795691875,0.4439543734912149,2.092665961948641
7.43,3.8,293,0.4,860,16.7,6.56,37.45,20.22664226294344,2.5101161632346796,25.64216268177433,0.20257430563640924
8.02,0.37,281,1.22,571,30.9,10.12,14.36,20.136056042596195,0.3848678120739527,24.852293835459943,0.19605280002978936
8.07,0.73,337,0.78,754,32.04,5.76,74.89,11.30176651909979,0.792831150374918,3.3366000641136764,1.1261540662017049
7.48,2.5,345,0.88,313,12.66,6.6,26.67,10.014186105870197,0.5059779299997121,17.92912450318911,1.0355860100875887
7.81,0.79,268,0.7,552,14.16,9.12,43.6,6.634429019143878,1.1094683359357485,14.442394656375152,0.9311476744133402
7.57,0.74,337,0.76,423,25.53,10.8,33.86,1.447374369957158,1.4095283681928592,3.776923960276453,1.4152145449661915
7.64,1.09,257,0.6,460,29.82,7.42,41.04,20.76686479249577,2.2840611673024878,30.39975253390575,0.9452246871799366
7.71,0.38,240,0.92,462,21.83,5.24,24.62,19.528334118208853,1.9978624237033054,6.74195596374305,0.5906318549719336
7.7,0.63,497,0.42,316,10.73,7.24,58.99,23.993252391538523,1.9093207027118035,2.1868638229974335,0.9141359554845385
7.66,0.47,352,0.68,559,25.95,9.02,75.41,23.91962040606634,1.1224585935662876,18.484835552813987,2.7507357929562484
7.85,1.06,257,0.44,148,32.03,4.92,51.3,13.374817763902795,2.5554413305383465,22.93359165663938,1.194673030905782
7.73,0.81,293,0.38,607,25.94,3.9,26.67,18.478799222814203,1.4708714004766223,1.1121780483976054,1.2874072641290066
7.64,0.59,230,0.5,332,12.8,9.27,38.47,22.67990094419003,2.958777468384403,20.457787860277715,1.6512641722651464
7.51,0.78,164,0.6,645,14.6,7.26,53.86,20.406572637190134,1.9480364652065092,16.552496048140426,2.774020520823265
7.12,1.06,251,0.48,430,25.15,8.08,54.37,6.011619631662423,0.45995569278399306,3.2998561241502453,0.7268195229627059
6.9,2.58,370,0.46,683,26.63,3.84,76.43,10.868004833911234,2.0712002568810215,5.439262558873125,1.9403386250695172
7.61,0.99,241,0.94,741,27.93,5.18,87.72,3.18691002212073,1.042554765214878,17.654726044093728,2.0361177541751583
7.62,0.38,339,0.74,367,18.53,3.76,81.05,22.901819551483463,2.1009386862902653,9.264486681425478,1.736215390348862
7.84,0.31,270,1.46,368,19.26,7.97,53.86,14.587573763376032,0.29404856411584884,29.094572858039154,0.3044762173971376
7.21,0.26,251,0.54,407,10.4,3.94,75.41,5.564563051532758,0.602402610925561,25.40088568876233,1.928167481284111
7.74,3.32,348,0.56,425,16.27,6.92,68.22,16.153646357299976,2.597310168593954,30.49239100920705,0.2369014024598443
7.51,2.54,307,0.74,309,34.83,6.04,38.98,14.87326494694371,0.7556361020788986,8.131232215178288,1.7053537127577154
7.5,0.83,207,0.36,544,18.48,3.44,48.73,8.660088960984886,2.5425304969618145,30.06476301712951,2.1012440491320095
7.45,0.9,612,0.32,793,20.67,4.02,82.59,2.8140264535711337,0.9082789391714226,13.430814237861222,0.6422768981110631
7.73,0.49,232,0.34,226,28.15,4.14,31.29,16.150599374667912,1.9736439964720136,10.84485558724188,2.3828767408180562
7.53,0.52,367,0.22,327,30.61,3.78,71.81,12.53535405160066,2.123861180383805,1.6652968880833219,0.14377650327109176
7.72,0.28,326,0.58,411,18.84,3.48,53.35,18.55840956248178,1.5920784267150052,1.739918815283125,2.3889235036969247
7.11,0.26,336,0.86,449,22.56,4.3,66.68,12.53190767657664,0.9845602827214227,21.486227696192163,1.3305081797740317
7.5,0.45,304,0.34,257,14.11,3.54,64.12,20.46713785761311,0.7130480227673116,14.25542663806712,0.6605427142113387
7.67,0.43,327,0.7,312,28.45,7.04,17.44,13.290573446710203,0.18724480886790884,7.107253028255306,0.42922768018335167
7.92,0.31,278,0.78,425,24.85,8.2,22.06,13.50641751969573,0.9805629556353208,19.075542762386437,2.691127782527348
7.44,0.92,373,0.51,396,32.72,8.12,16.41,21.052021103534447,2.0037669762566592,7.920787272745935,0.26055702172399253
7.82,0.83,296,0.64,771,29.12,9.78,12.82,9.743240502476288,2.839233118054054,17.953044891699214,0.6094978390231547
8.06,0.67,268,0.98,587,23.12,9.82,17.95,3.3029639599703136,2.6426291330307423,11.205958194295304,1.0199896789152068
7.71,0.72,342,0.74,394,13.08,7.8,30.26,0.7879059638888014,2.3345697952484366,25.54952828003909,1.7718481831326924
7.89,0.68,241,0.76,399,30.44,9.12,28.21,18.147780410599495,2.400150715732165,25.461304406085812,1.5636509953620314
7.46,1.55,334,0.26,602,10.4,5.52,33.86,14.925398277347805,2.038405767184666,14.855353798000976,0.4067760390579866
7.66,0.34,365,0.32,246,26.73,7.32,21.54,16.927506457571443,0.8526404926683888,10.946802287358631,0.8596492351174723
7.91,0.49,226,0.68,325,21.95,9.2,23.6,5.189843460062966,2.7480814399680815,11.30947211571043,0.7189548881974264
7.59,0.62,235,0.48,422,22.11,7.02,21.03,3.3592782665237975,2.0552456738840936,24.99852169789125,0.6493782783933422
7.39,0.83,256,0.76,430,27.08,5.4,44.11,0.4476175094623781,1.7320910487726893,10.247464223618234,1.1947583686847643
7.07,0.6,331,1.06,586,31.81,8.18,62.88,8.479042655477667,0.4151991447954996,6.567844053804474,2.003126809152973
7.94,0.82,318,0.32,250,29.6,5.7,21.54,14.19903271582573,1.3998727433528266,2.7260228805282276,0.6601700929195711
7.67,0.7,279,0.66,256,33.28,7.12,16.93,9.474632677883601,1.4388497346216442,14.526150504119375,1.0720337079802287
7.5,0.9,226,0.64,439,32.74,5.64,19.49,10.555650636367124,2.623171375901423,15.003060535633916,1.1389320980816078
7.51,1.13,387,0.7,594,29.3,6.8,12.31,21.709392798400586,1.6916792851502205,26.085670064345802,2.755020021241732
8.2,0.73,209,0.7,252,31.48,8.8,16.93,8.423305661856878,1.2045736084833003,6.944063333218916,2.69487914498623
8.02,0.6,320,0.84,274,11.43,5.86,52.83,12.384348790919477,2.952024962536232,11.878820443616872,2.2683797283957294
7.65,1.99,229,0.3,385,28.33,5.46,34.88,18.82930700451332,0.4144113384461049,25.081653274426113,0.726978621460951
7.91,1.67,103,0.84,440,32.52,5.21,41.04,9.577372497478356,1.3280668949539978,25.55173333603579,0.24778298689300832
7.6,0.37,314,1.32,402,33.33,3.37,54.89,14.967872135446175,0.21313229825221752,11.990636136984149,0.9346554201089243
8.35,0.62,230,0.22,198,11.22,9.72,26.67,20.71049263904721,2.257919073847106,14.292341079325572,0.796352956437373
7.73,0.35,259,0.24,288,19.73,8.77,31.8,22.793542905417645,2.7799642979435113,9.478501168334349,1.456355208404047
7.75,0.45,245,0.48,113,33.33,7.62,34.88,3.6150561942040067,0.9105093755829341,28.91662019437255,2.2065290317871087
7.56,0.27,262,0.5,121,15.2,7.29,69.25,22.245444241359717,2.604941113021424,3.774905923757416,2.428971311305648
7.92,0.53,343,0.4,344,26.48,8.82,13.34,11.861579404600961,0.9461994152533605,28.95351967651541,2.391824875733003
7.97,0.23,102,1.38,302,13.09,6.82,14.88,6.272040880345104,2.7585565736166715,21.23463469719375,1.052704548975667
7.64,0.39,379,0.66,172,18.79,9.39,48.22,11.073344574094444,2.2991083775385768,16.530263796493127,1.9567667879514847
7.48,0.35,397,0.4,140,31.78,10.61,76.94,23.5227785493229,2.448376856145415,1.1188383876330776,0.9234223851668473
8.14,0.44,274,0.54,206,31.29,8.37,49.76,11.873572446429582,0.14275920790933166,14.801166365381835,0.22809929932910428
7.71,0.51,262,0.82,148,30.16,5.18,43.09,7.957163485871446,2.911034346226896,12.7053389635344,1.9963201330641207
8.15,1.39,230,0.29,558,29.58,9.18,15.9,15.238280418169744,2.219146006766047,5.090049101911537,0.08712404509261445
8.39,0.59,201,1.66,157,24.02,8.29,14.88,5.839480288798813,0.9829207094813707,20.386492652135292,1.1893439413854283
7.92,0.43,394,0.38,266,22.75,9.38,41.04,1.9131335417970676,2.5201263680364216,30.108851528606348,0.9690867832737289
7.99,0.29,303,0.72,247,17.31,7.73,23.08,3.1802253536645164,0.9148571113557448,17.47601237378318,1.9737220063120327
7.51,0.25,262,0.38,350,28.3,9.39,67.2,3.160295551090761,2.647168749928755,22.188728709353487,2.1748375048186457
7.69,2.4,294,0.33,778,30.38,12.6,17.95,3.7304743749438347,0.41986054390697547,2.2244344797642586,0.8993011952807433
6.7,0.33,237,0.84,263,12.54,10.08,17.44,3.417969426320902,2.1517999139601316,13.011733500786967,2.3000905598677956
7.98,1.04,224,0.44,668,30.41,3.52,68.22,15.416906400796828,1.6742465365695873,3.7043136067312776,0.871210258993617
7.48,1.1,169,1.04,239,30.53,7.6,45.65,4.446934017139561,0.3728459976726416,19.039263359722806,1.291860753562909
7.1,0.36,226,0.24,358,25.63,8.38,18.98,8.36144807144033,0.7987489167983982,29.099713867235234,2.0665711345590094
7.59,0.87,205,1.11,441,29.24,3.5,20.52,21.533242996753682,0.12634382629253232,20.552314156048915,1.9724598326604164
7.71,0.71,552,0.54,345,19.7,4.32,40.52,11.427683202282648,1.4634901388110022,2.482446162432481,2.785136983581672
7.82,0.78,252,0.9,429,21.76,7.88,45.65,16.05462995065255,0.9727072140268012,11.065639071989208,0.6814444268359718
7.38,0.3,191,0.54,378,34.8,4.76,73.35,4.218444921718953,1.8431874289924335,17.119991790927905,1.8879974413692473
7.45,1.99,185,0.94,348,23.53,4.78,68.22,4.6957075495272305,0.9609067765862483,12.56508758695616,1.7427220668411456
8.03,0.92,182,0.94,404,28.59,6.28,27.19,1.0767599287688447,0.9687629967154652,25.861263483578075,2.5856717343924824
7.46,0.69,238,0.57,513,17.13,7.5,14.88,4.137548007424732,2.267556072283598,25.275187335491566,0.4915595109398551
7.72,0.38,336,0.52,277,26.05,3.76,73.35,6.7583091028638105,0.2310585094165756,19.00946021098851,2.1349629314999348
7.7,1.43,207,0.43,430,23.89,7.06,28.21,4.330550574214248,2.7354823359125224,11.646115925149266,1.6284213809018007
7.29,0.52,224,0.84,646,32.93,4.36,47.19,2.219990556793629,2.5871331519661616,7.9973405855466115,0.818077800614619
8.15,0.94,182,0.78,501,36.32,10.8,37.45,2.9831973193043595,2.046667721853371,3.3804576896035643,1.3694403630462004
7.81,0.51,246,0.47,490,26.65,7.78,97.46,11.112612555982144,1.8281392004146362,11.072789442899653,0.9812234079126418
7.68,0.31,267,0.26,249,14.77,5.2,22.57,5.03137586989844,2.7044463195491812,12.872899056546455,1.658904991696152
8.18,0.56,345,0.8,401,20.77,8.2,71.81,8.806049679049003,0.6330174260191334,20.986170156464834,2.513641685848478
7.81,0.9,220,0.22,218,31.7,6.49,16.41,12.13167277343108,0.3213796452191279,20.440556972552045,1.6312817569776774
7.35,0.86,289,0.44,399,30.94,6.37,48.73,16.60043640424183,0.7917647978349467,2.275640433518427,1.803553874581372
7.72,1.39,204,0.37,689,30.94,5.3,45.14,1.0395601422022644,2.4181143565915573,12.319560253668463,1.491744058036598
7.68,1.05,317,0.45,717,30.23,9.54,53.86,19.20590853392612,0.19158388150859612,5.72514920834431,0.20121679778951349
7.9,1.54,270,0.54,266,34.25,6.16,62.58,15.106819308832694,1.7976240267946249,4.953944467236128,0.7026896169780201
8.01,0.35,218,1.6,167,15.66,6.28,17.95,2.0540408635780385,3.0066319224405382,25.665363405383527,1.4179247732325484
7.71,0.94,303,0.35,259,35.54,5.88,38.98,20.978529116151975,2.5971895549439905,1.4047610443651952,0.9162493831353851
7.75,0.72,249,0.44,417,37.8,3.64,78.48,22.108850372710336,1.6178358688977172,13.058559036616527,0.561667529820896
7.93,0.38,254,0.22,529,26.86,5.52,87.2,1.5597632405312436,0.2764678642098621,5.305810926627747,1.4514066436948898
7.52,2.37,182,0.51,134,17.18,5.76,16.41,6.717375790718168,2.52592439715013,27.27251036230806,0.9509550299160667
7.61,0.97,248,0.28,320,34.73,4.72,53.86,19.368210587054165,1.845007028959227,17.316981455065836,0.7723770951586246
7.72,4.83,183,0.39,286,28.69,6.04,46.17,17.983406600169435,0.42675368138453085,7.257347857680836,1.340599752135451
7.89,0.88,180,0.27,224,29.34,5.12,41.04,4.510052362617418,0.3650018445324337,15.629978900569368,0.4278645523067979
7.66,0.54,223,0.2,321,24.42,6.64,55.91,5.103448827747376,2.7552065809492157,22.705613651229246,2.620578223288124
7.67,1.83,193,0.57,203,27.84,4.52,53.35,8.954283256714028,2.05075677040857,29.70626529552131,2.4548577902570994
7.48,0.26,136,0.2,292,32.13,4.32,56.94,11.68009934606541,2.5198103219980936,6.919577071140991,2.0130328166438773
7.61,3.44,306,0.42,306,22.18,5.8,81.05,14.876289039574072,2.665408177827043,27.48415494107547,0.35315016414413913
7.56,0.26,121,0.4,109,13.13,6.84,52.83,8.91703598571756,1.7652929915015843,28.970654086633775,2.2014212223363527
7.0,0.91,329,0.88,517,30.72,7.42,47.71,11.154579715582233,1.606117810642271,28.418230620595526,2.2899622255808922
7.87,0.23,234,1.48,520,22.56,6.48,14.36,17.96455542139678,1.3511523122405014,19.737949483464394,2.1790303448915718
7.7,0.39,315,0.78,562,12.59,6.04,41.04,0.9767285490852897,1.0186535022279797,19.56516001548812,0.3745458484491056
8.09,0.72,256,0.56,473,31.56,5.76,36.42,6.133242969822096,1.3633661653160256,12.565176459048285,1.8371859615070305
7.62,0.59,235,0.98,359,13.88,8.52,31.29,17.149055102640805,2.357467391289358,23.35157058436401,2.36273643626834
7.39,1.41,301,0.4,418,35.31,8.12,58.99,21.495443420724065,1.8536356528743356,16.521672226860286,1.6534953873662828
7.68,0.51,281,0.22,160,20.16,6.2,76.43,12.32909086656442,2.705093239567699,21.036062020242017,1.8440843556295254
